"id" "idade" "regiao.r" "valorImovel" "renda" "tempoFinanciamento" "X.rendaFinanciamento" "banco.r" "avaliacao.r" "dataHoraEntrada" "dataHoraSaida" "dataHoraAvaliacao" "tempoAcesso" "paginaSaida.r" "statusSaida" "paginaSaida"
144 32 "consolação" 133493.86 4441.93 17 8.74 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:21" "2021-05-21 17:59:18" 58 "hub" "80%" 2
145 32 "santo-amaro" 88081.39 4315.09 17 8.65 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:00:11" "2021-05-21 17:59:02" 48 "login" "40%" 4
146 37 "consolação" 62580.11 4062.32 22 7.35 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:19" "2021-05-21 18:01:41" 176 "hub" "80%" 2
147 33 "consolação" 69964.4 4013.54 18 8.3 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:28" "2021-05-21 17:59:53" 65 "hub" "80%" 2
148 43 "centro" 89813.47 4402.79 28 6.13 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:46" "2021-05-21 18:03:10" 323 "dash" "100%" 1
149 51 "consolação" 76306.3 6472.87 36 4.97 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:07:35" "2021-05-21 18:06:51" 492 "hub" "80%" 2
150 34 "santo-amaro" 121291.66 5720.52 19 8.01 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:00:49" "2021-05-21 17:59:40" 86 "login" "40%" 4
151 44 "santo-amaro" 85289.22 5455.43 29 5.94 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:58" "2021-05-21 18:04:00" 335 "login" "40%" 4
152 44 "brooklin" 65938.17 3536.91 29 5.94 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:55" "2021-05-21 18:04:24" 332 "cadastro" "60%" 3
153 42 "brooklin" 88759.05 5578.75 27 6.27 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:04:03" "2021-05-21 18:02:45" 280 "cadastro" "60%" 3
154 35 "consolação" 83916.87 3716.82 20 7.81 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:22" "2021-05-21 18:00:17" 119 "hub" "80%" 2
155 39 "consolação" 87231.36 5347.8 24 6.9 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:09" "2021-05-21 18:01:27" 226 "dash" "100%" 1
156 39 "brooklin" 106430.05 6059.3 24 6.84 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:49" "2021-05-21 18:01:45" 206 "cadastro" "60%" 3
157 43 "mooca" 89511.11 6654.76 28 6.1 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:31" "2021-05-21 18:03:41" 308 "cadastro" "60%" 3
158 38 "consolação" 76194.31 5810 23 7.1 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:38" "2021-05-21 18:01:30" 195 "hub" "80%" 2
159 45 "brooklin" 112809.84 5485.88 30 5.78 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:20" "2021-05-21 18:04:56" 357 "cadastro" "60%" 3
160 38 "consolação" 56393.31 7482.76 23 7.1 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:38" "2021-05-21 18:02:03" 195 "hub" "80%" 2
161 45 "mooca" 87562.19 4570.34 30 5.8 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:29" "2021-05-21 18:04:14" 366 "cadastro" "60%" 3
162 35 "brooklin" 119139.64 4743.94 20 7.78 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:17" "2021-05-21 18:00:27" 114 "hub" "80%" 2
163 34 "mooca" 112534.83 6571.13 19 8.03 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:52" "2021-05-21 17:59:54" 89 "login" "40%" 4
164 56 "brooklin" 108297.78 6025.84 41 4.46 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:09:52" "2021-05-21 18:08:55" 629 "hub" "80%" 2
165 38 "brooklin" 97723.11 5397.83 23 7.08 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:33" "2021-05-21 18:01:53" 190 "hub" "80%" 2
166 41 "mooca" 83582.95 5009.6 26 6.5 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:03:59" "2021-05-21 18:04:00" 276 "cadastro" "60%" 3
167 43 "santo-amaro" 70978.8 4295.08 28 6.12 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:39" "2021-05-21 18:03:29" 316 "login" "40%" 4
168 38 "consolação" 141398.3 4836.47 23 7.05 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:25" "2021-05-21 18:01:02" 182 "hub" "80%" 2
169 43 "brooklin" 81269.74 6432.81 28 6.09 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:25" "2021-05-21 18:04:04" 302 "cadastro" "60%" 3
170 42 "consolação" 115548.01 3333.83 27 6.28 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:07" "2021-05-21 18:02:23" 284 "hub" "80%" 2
171 39 "mooca" 63204.87 5748.57 24 6.87 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:57" "2021-05-21 18:01:45" 214 "login" "40%" 4
172 40 "consolação" 119954.89 5494.17 25 6.69 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:31" "2021-05-21 18:01:51" 248 "hub" "80%" 2
173 40 "santo-amaro" 106986.56 4763.5 25 6.66 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:03:19" "2021-05-21 18:02:48" 236 "login" "40%" 4
174 51 "santo-amaro" 116446.86 6143.72 36 4.98 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:07:38" "2021-05-21 18:06:33" 495 "login" "40%" 4
175 36 "mooca" 114843.16 4435.66 21 7.59 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:54" "2021-05-21 18:00:57" 151 "login" "40%" 4
176 35 "mooca" 85551.84 4880.67 20 7.75 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:11" "2021-05-21 17:59:48" 108 "cadastro" "60%" 3
177 40 "brooklin" 111901.57 6075.56 25 6.68 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:28" "2021-05-21 18:02:45" 245 "hub" "80%" 2
178 42 "mooca" 70309.16 4487.34 27 6.26 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:04:00" "2021-05-21 18:03:00" 277 "cadastro" "60%" 3
179 42 "santo-amaro" 117942.2 4992.46 27 6.3 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:15" "2021-05-21 18:04:08" 292 "login" "40%" 4
180 38 "mooca" 103367.43 4943.93 23 7.06 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:28" "2021-05-21 18:01:51" 185 "cadastro" "60%" 3
181 35 "santo-amaro" 135552.01 4568.86 20 7.77 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:01:15" "2021-05-21 18:00:11" 112 "login" "40%" 4
182 46 "brooklin" 101018.27 3481.17 31 5.65 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:55" "2021-05-21 18:05:16" 392 "hub" "80%" 2
183 38 "santo-amaro" 91539.76 5258.93 23 7.11 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:41" "2021-05-21 18:01:42" 198 "login" "40%" 4
184 36 "consolação" 86047.12 6461.52 21 7.52 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:39" "2021-05-21 18:00:53" 136 "hub" "80%" 2
185 39 "mooca" 125695.34 6091.84 24 6.86 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:55" "2021-05-21 18:01:37" 212 "cadastro" "60%" 3
186 39 "brooklin" 94363.24 5386.66 24 6.87 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:02:59" "2021-05-21 18:01:24" 216 "cadastro" "60%" 3
187 46 "consolação" 69209.25 4147.76 31 5.62 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:36" "2021-05-21 18:05:01" 373 "hub" "80%" 2
188 40 "mooca" 81043.88 5080.57 25 6.69 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:33" "2021-05-21 18:02:42" 250 "cadastro" "60%" 3
189 44 "interlagos" 127137.95 4060.74 29 5.94 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:53" "2021-05-21 18:03:10" 330 "home" "20%" 5
190 38 "interlagos" 73772.53 5061.94 23 7.05 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:23" "2021-05-21 18:02:29" 180 "home" "20%" 5
191 41 "consolação" 107259.99 5787.42 26 6.48 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:49" "2021-05-21 18:02:59" 266 "hub" "80%" 2
192 38 "brooklin" 88810.66 4558.83 23 7.12 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:44" "2021-05-21 18:00:42" 201 "hub" "80%" 2
193 40 "interlagos" 94528.48 4247.62 25 6.7 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:34" "2021-05-21 18:01:28" 251 "home" "20%" 5
194 36 "mooca" 59863.91 3963.97 21 7.5 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:36" "2021-05-21 18:00:31" 133 "cadastro" "60%" 3
195 33 "interlagos" 101870.99 6441.12 18 8.44 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:00:46" "2021-05-21 18:00:12" 83 "home" "20%" 5
196 50 "brooklin" 86952.03 3722.74 35 5.1 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:07:23" "2021-05-21 18:06:18" 480 "cadastro" "60%" 3
197 43 "brooklin" 98377.44 3614.24 28 6.11 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:35" "2021-05-21 18:03:55" 312 "cadastro" "60%" 3
198 34 "mooca" 126284.25 5099.99 19 8.04 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:53" "2021-05-21 17:59:09" 90 "login" "40%" 4
199 37 "consolação" 56446.04 4077.17 22 7.31 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:02:10" "2021-05-21 18:01:34" 167 "hub" "80%" 2
200 34 "mooca" 143313.7 6745.62 19 8.09 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:01" "2021-05-21 17:59:50" 98 "cadastro" "60%" 3
201 51 "consolação" 140838.23 5606.7 36 4.98 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:07:47" "2021-05-21 18:06:28" 504 "hub" "80%" 2
202 47 "interlagos" 90583.76 5822.09 32 5.48 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:06:00" "2021-05-21 18:05:23" 397 "home" "20%" 5
203 39 "mooca" 95844.04 4195.2 24 6.85 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:51" "2021-05-21 18:01:25" 208 "cadastro" "60%" 3
204 43 "mooca" 99196.19 3874.25 28 6.1 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:28" "2021-05-21 18:03:50" 305 "cadastro" "60%" 3
205 38 "brooklin" 112828.84 5535.62 23 7.08 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:33" "2021-05-21 18:01:14" 190 "cadastro" "60%" 3
206 38 "santo-amaro" 131705.68 3928.03 23 7.06 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:02:26" "2021-05-21 18:00:53" 183 "home" "20%" 5
207 36 "brooklin" 73492.93 4090 21 7.56 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:48" "2021-05-21 18:01:18" 145 "hub" "80%" 2
208 37 "consolação" 115491.57 5996.05 22 7.32 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:12" "2021-05-21 18:00:39" 169 "hub" "80%" 2
209 48 "consolação" 79509.3 4848.65 33 5.36 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:06:41" "2021-05-21 18:05:56" 438 "hub" "80%" 2
210 40 "consolação" 87806.43 2934.94 25 6.65 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:03:17" "2021-05-21 18:02:08" 234 "hub" "80%" 2
211 41 "brooklin" 97722.86 5561.15 26 6.45 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:37" "2021-05-21 18:02:31" 254 "cadastro" "60%" 3
212 41 "consolação" 107698.18 7273.16 26 6.48 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:52" "2021-05-21 18:03:05" 269 "hub" "80%" 2
213 46 "consolação" 90627.9 2472.31 31 5.64 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:51" "2021-05-21 18:04:43" 388 "hub" "80%" 2
214 37 "mooca" 80303.58 4620.17 22 7.36 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:21" "2021-05-21 18:01:58" 178 "login" "40%" 4
215 35 "centro" 74591.51 5858.7 20 7.82 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:24" "2021-05-21 18:00:28" 121 "dash" "100%" 1
216 48 "santo-amaro" 34374.53 5580.51 33 5.37 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:06:44" "2021-05-21 18:05:19" 441 "login" "40%" 4
217 38 "brooklin" 94254.2 4421.65 23 7.07 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:02:30" "2021-05-21 18:02:35" 187 "hub" "80%" 2
218 36 "brooklin" 93352.07 3149.87 21 7.6 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:56" "2021-05-21 18:01:41" 153 "cadastro" "60%" 3
219 34 "santo-amaro" 109095.42 4363.11 19 8.05 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:55" "2021-05-21 18:00:30" 92 "login" "40%" 4
220 34 "interlagos" 102892.16 3757.56 19 8.01 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:49" "2021-05-21 18:00:37" 86 "home" "20%" 5
221 37 "consolação" 118932.67 2816 22 7.33 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:14" "2021-05-21 18:01:01" 171 "hub" "80%" 2
222 43 "interlagos" 137882.82 4152.73 28 6.12 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:37" "2021-05-21 18:04:07" 314 "home" "20%" 5
223 46 "santo-amaro" 33505.4 3798.11 31 5.62 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:36" "2021-05-21 18:05:41" 373 "login" "40%" 4
224 44 "mooca" 82795.5 5053.62 29 5.93 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:48" "2021-05-21 18:04:07" 325 "login" "40%" 4
225 38 "centro" 89335.53 3891.62 23 7.1 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:39" "2021-05-21 18:01:51" 196 "dash" "100%" 1
226 40 "brooklin" 89344.86 2304.5 25 6.69 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:30" "2021-05-21 18:02:04" 247 "cadastro" "60%" 3
227 36 "brooklin" 103707.58 5355.87 21 7.61 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:58" "2021-05-21 18:01:31" 155 "cadastro" "60%" 3
228 36 "mooca" 163195.24 4226.69 21 7.6 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:01:57" "2021-05-21 18:00:22" 154 "cadastro" "60%" 3
229 44 "mooca" 96415 5563.85 29 5.96 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:09" "2021-05-21 18:03:57" 346 "login" "40%" 4
230 35 "interlagos" 125826.69 4626.76 20 7.8 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:21" "2021-05-21 18:00:10" 118 "home" "20%" 5
231 50 "mooca" 91053.38 5113.85 35 5.1 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:07:18" "2021-05-21 18:06:44" 475 "cadastro" "60%" 3
232 40 "brooklin" 118943.05 5756.76 25 6.64 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:12" "2021-05-21 18:01:13" 229 "cadastro" "60%" 3
233 41 "mooca" 157468.57 4547.8 26 6.48 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:49" "2021-05-21 18:02:54" 266 "cadastro" "60%" 3
234 36 "centro" 98110.75 3700.04 21 7.59 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:54" "2021-05-21 18:01:49" 151 "dash" "100%" 1
235 37 "consolação" 171531.21 6801.96 22 7.33 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:14" "2021-05-21 18:01:20" 171 "hub" "80%" 2
236 33 "brooklin" 64780.25 4816.65 18 8.43 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:45" "2021-05-21 18:00:43" 82 "cadastro" "60%" 3
237 39 "consolação" 101910.94 6166.98 24 6.88 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:01" "2021-05-21 18:02:10" 218 "hub" "80%" 2
238 42 "santo-amaro" 55669.77 3989.87 27 6.29 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:04:13" "2021-05-21 18:03:26" 290 "login" "40%" 4
239 42 "consolação" 94736.8 5218.81 27 6.27 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:02" "2021-05-21 18:02:42" 279 "hub" "80%" 2
240 36 "santo-amaro" 92405.31 4828.21 21 7.57 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:49" "2021-05-21 18:00:19" 146 "login" "40%" 4
241 36 "mooca" 84704.45 4326.61 21 7.56 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:01:48" "2021-05-21 18:01:10" 145 "cadastro" "60%" 3
242 37 "mooca" 96489.48 5684.25 22 7.36 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:23" "2021-05-21 18:00:59" 180 "login" "40%" 4
243 47 "consolação" 103033.94 6377.93 32 5.51 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:06:23" "2021-05-21 18:04:40" 420 "hub" "80%" 2
244 34 "mooca" 118342.65 5665.41 19 8.13 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:07" "2021-05-21 18:00:31" 104 "login" "40%" 4
245 39 "brooklin" 155652.47 2935.82 24 6.88 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:02" "2021-05-21 18:02:22" 219 "hub" "80%" 2
246 50 "santo-amaro" 114419.8 5617.6 35 5.09 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:07:11" "2021-05-21 18:05:51" 468 "login" "40%" 4
247 39 "brooklin" 104112.74 6172.59 24 6.91 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:11" "2021-05-21 18:02:06" 228 "cadastro" "60%" 3
248 33 "interlagos" 119872.3 5481.27 18 8.39 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:40" "2021-05-21 17:59:24" 77 "home" "20%" 5
249 37 "interlagos" 125939.91 3226.26 22 7.29 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:02:03" "2021-05-21 18:00:21" 160 "home" "20%" 5
250 42 "santo-amaro" 63683.08 2596.29 27 6.31 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:21" "2021-05-21 18:03:09" 298 "login" "40%" 4
251 38 "consolação" 112354.07 3903.39 23 7.1 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:38" "2021-05-21 18:01:06" 195 "hub" "80%" 2
252 37 "consolação" 79229.5 7754.94 22 7.34 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:16" "2021-05-21 18:00:57" 173 "hub" "80%" 2
253 38 "mooca" 120199.68 5383.23 23 7.11 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:42" "2021-05-21 18:01:29" 199 "cadastro" "60%" 3
254 40 "consolação" 105235.25 4583.42 25 6.7 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:34" "2021-05-21 18:02:22" 251 "hub" "80%" 2
255 48 "mooca" 93060.8 5149.18 33 5.36 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:35" "2021-05-21 18:04:56" 432 "cadastro" "60%" 3
256 40 "santo-amaro" 63293.68 3524 25 6.64 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:03:12" "2021-05-21 18:02:42" 229 "login" "40%" 4
257 45 "consolação" 112433.08 6087.74 30 5.8 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:05:33" "2021-05-21 18:05:06" 370 "hub" "80%" 2
258 43 "brooklin" 103660.94 5269.15 28 6.12 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:39" "2021-05-21 18:03:21" 316 "cadastro" "60%" 3
259 39 "brooklin" 116039.79 6963.37 24 6.9 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:09" "2021-05-21 18:02:13" 226 "cadastro" "60%" 3
260 32 "santo-amaro" 101724.4 4303.79 17 8.72 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:00:19" "2021-05-21 17:59:17" 56 "login" "40%" 4
261 37 "interlagos" 100463.27 4580.74 22 7.36 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:02:20" "2021-05-21 18:00:58" 177 "home" "20%" 5
262 38 "santo-amaro" 93239.43 5049.95 23 7.05 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:24" "2021-05-21 18:01:01" 181 "home" "20%" 5
263 40 "mooca" 94191.11 5624.14 25 6.68 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:29" "2021-05-21 18:02:37" 246 "login" "40%" 4
264 47 "interlagos" 76302.54 7287.26 32 5.48 "Banco Cifra" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:05:59" "2021-05-21 18:05:08" 396 "home" "20%" 5
265 51 "mooca" 106843.49 2925.33 36 4.99 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:07:58" "2021-05-21 18:06:56" 515 "cadastro" "60%" 3
266 48 "mooca" 98257.57 3677.18 33 5.35 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:29" "2021-05-21 18:04:57" 426 "cadastro" "60%" 3
267 39 "brooklin" 88883.43 3670.77 24 6.9 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:07" "2021-05-21 18:01:54" 224 "hub" "80%" 2
268 31 "brooklin" 100969.24 4775.79 16 9.01 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 17:59:52" "2021-05-21 17:58:09" 29 "hub" "80%" 2
269 38 "centro" 92135.9 4300.05 23 7.09 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:36" "2021-05-21 18:01:36" 193 "dash" "100%" 1
270 40 "mooca" 146821.3 5618.2 25 6.7 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:34" "2021-05-21 18:02:00" 251 "cadastro" "60%" 3
271 44 "santo-amaro" 65266.61 5584.01 29 5.95 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:04" "2021-05-21 18:03:38" 341 "login" "40%" 4
272 45 "centro" 117430.23 4457.34 30 5.78 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:19" "2021-05-21 18:04:01" 356 "dash" "100%" 1
273 43 "centro" 70951.76 5400.68 28 6.13 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:45" "2021-05-21 18:03:33" 322 "dash" "100%" 1
274 33 "consolação" 76806.47 4449.3 18 8.36 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:36" "2021-05-21 17:59:44" 73 "hub" "80%" 2
275 44 "santo-amaro" 107346.03 4887.82 29 5.96 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:05" "2021-05-21 18:04:08" 342 "login" "40%" 4
276 38 "santo-amaro" 105136.82 5953.28 23 7.07 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:29" "2021-05-21 18:01:22" 186 "login" "40%" 4
277 41 "interlagos" 109910.55 4861.94 26 6.46 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:03:44" "2021-05-21 18:02:43" 261 "home" "20%" 5
278 40 "brooklin" 95626.33 5080.27 25 6.69 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:32" "2021-05-21 18:02:04" 249 "cadastro" "60%" 3
279 42 "centro" 78348.93 5172.6 27 6.29 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:14" "2021-05-21 18:03:17" 291 "dash" "100%" 1
280 40 "mooca" 81216.29 6418.29 25 6.67 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:26" "2021-05-21 18:02:28" 243 "login" "40%" 4
281 32 "santo-amaro" 58504.84 4504.99 17 8.58 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:03" "2021-05-21 17:59:18" 40 "login" "40%" 4
282 44 "consolação" 38422.21 5484.4 29 5.93 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:04:51" "2021-05-21 18:03:55" 328 "hub" "80%" 2
283 42 "brooklin" 124933.98 5618.36 27 6.28 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:09" "2021-05-21 18:03:11" 286 "cadastro" "60%" 3
284 39 "consolação" 130031.05 4835.44 24 6.85 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:51" "2021-05-21 18:03:00" 208 "hub" "80%" 2
285 41 "centro" 47775.64 5488.76 26 6.45 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:03:37" "2021-05-21 18:03:18" 254 "dash" "100%" 1
286 41 "brooklin" 125069.23 3974.39 26 6.45 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:39" "2021-05-21 18:02:41" 256 "cadastro" "60%" 3
287 41 "centro" 94974.25 4808.15 26 6.48 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:50" "2021-05-21 18:02:58" 267 "dash" "100%" 1
