"id_regiao","descricao_regiao","valor_regiao","data_craw"
2636,"Consolação",416541,"2021-10-16 21:58:24"
2637,"Brooklin",295468,"2021-10-16 21:58:24"
2638,"Mooca",339787,"2021-10-16 21:58:24"
2639,"Santo Amaro",391394,"2021-10-16 21:58:24"
2640,"Interlagos",392961,"2021-10-16 21:58:24"
2641,"Centro",253177,"2021-10-16 21:58:39"
2642,"Consolação",416394,"2021-10-16 21:58:39"
2643,"Brooklin",268340,"2021-10-16 21:58:39"
2644,"Mooca",331595,"2021-10-16 21:58:39"
2645,"Santo Amaro",410084,"2021-10-16 21:58:39"
2646,"Interlagos",430091,"2021-10-16 21:58:39"
2647,"Centro",258833,"2021-10-16 21:58:54"
2648,"Consolação",389404,"2021-10-16 21:58:54"
2649,"Brooklin",280658,"2021-10-16 21:58:54"
2650,"Mooca",337385,"2021-10-16 21:58:54"
2651,"Santo Amaro",353282,"2021-10-16 21:58:54"
2652,"Interlagos",394323,"2021-10-16 21:58:54"
2653,"Centro",271044,"2021-10-16 21:59:09"
2654,"Consolação",438304,"2021-10-16 21:59:09"
2655,"Brooklin",285093,"2021-10-16 21:59:09"
2656,"Mooca",308161,"2021-10-16 21:59:09"
2657,"Santo Amaro",398382,"2021-10-16 21:59:09"
2658,"Interlagos",422114,"2021-10-16 21:59:09"
2659,"Centro",266089,"2021-10-16 21:59:24"
2660,"Consolação",409922,"2021-10-16 21:59:24"
2661,"Brooklin",289024,"2021-10-16 21:59:24"
2662,"Mooca",343663,"2021-10-16 21:59:24"
2663,"Santo Amaro",390182,"2021-10-16 21:59:24"
2664,"Interlagos",415613,"2021-10-16 21:59:24"
2665,"Centro",276139,"2021-10-16 21:59:39"
2666,"Consolação",407928,"2021-10-16 21:59:39"
2667,"Brooklin",286130,"2021-10-16 21:59:39"
2668,"Mooca",318976,"2021-10-16 21:59:39"
2669,"Santo Amaro",363254,"2021-10-16 21:59:39"
2670,"Interlagos",410872,"2021-10-16 21:59:39"
2671,"Centro",250063,"2021-10-16 21:59:54"
2672,"Consolação",452309,"2021-10-16 21:59:54"
2673,"Brooklin",266216,"2021-10-16 21:59:54"
2674,"Mooca",312629,"2021-10-16 21:59:54"
2675,"Santo Amaro",389576,"2021-10-16 21:59:54"
2676,"Interlagos",409769,"2021-10-16 21:59:54"
2677,"Centro",261519,"2021-10-16 22:00:09"
2678,"Consolação",390012,"2021-10-16 22:00:09"
2679,"Brooklin",282452,"2021-10-16 22:00:09"
2680,"Mooca",310329,"2021-10-16 22:00:09"
2681,"Santo Amaro",387196,"2021-10-16 22:00:09"
2682,"Interlagos",420985,"2021-10-16 22:00:09"
2683,"Centro",271279,"2021-10-16 22:00:24"
2684,"Consolação",392038,"2021-10-16 22:00:24"
2685,"Brooklin",292750,"2021-10-16 22:00:24"
2686,"Mooca",314809,"2021-10-16 22:00:24"
2687,"Santo Amaro",367390,"2021-10-16 22:00:24"
2688,"Interlagos",416873,"2021-10-16 22:00:24"
2689,"Centro",277433,"2021-10-16 22:00:39"
2690,"Consolação",416396,"2021-10-16 22:00:39"
2691,"Brooklin",301401,"2021-10-16 22:00:39"
2692,"Mooca",340555,"2021-10-16 22:00:39"
2693,"Santo Amaro",404751,"2021-10-16 22:00:39"
2694,"Interlagos",426671,"2021-10-16 22:00:39"
2695,"Centro",281844,"2021-10-16 22:00:54"
2696,"Consolação",383239,"2021-10-16 22:00:54"
2697,"Brooklin",244027,"2021-10-16 22:00:54"
2698,"Mooca",319907,"2021-10-16 22:00:54"
2699,"Santo Amaro",394262,"2021-10-16 22:00:54"
2700,"Interlagos",414405,"2021-10-16 22:00:54"
2701,"Centro",287872,"2021-10-16 22:01:09"
2702,"Consolação",379267,"2021-10-16 22:01:09"
2703,"Brooklin",256799,"2021-10-16 22:01:09"
2704,"Mooca",323383,"2021-10-16 22:01:09"
2705,"Santo Amaro",354758,"2021-10-16 22:01:09"
2706,"Interlagos",414257,"2021-10-16 22:01:09"
2707,"Centro",298845,"2021-10-16 22:01:24"
2708,"Consolação",403294,"2021-10-16 22:01:24"
2709,"Brooklin",265568,"2021-10-16 22:01:24"
2710,"Mooca",333497,"2021-10-16 22:01:24"
2711,"Santo Amaro",368252,"2021-10-16 22:01:24"
2712,"Interlagos",464948,"2021-10-16 22:01:24"
2713,"Centro",265773,"2021-10-16 22:01:39"
2714,"Consolação",390164,"2021-10-16 22:01:39"
2715,"Brooklin",276785,"2021-10-16 22:01:39"
2716,"Mooca",339557,"2021-10-16 22:01:39"
2717,"Santo Amaro",391544,"2021-10-16 22:01:39"
2718,"Interlagos",415359,"2021-10-16 22:01:39"
2719,"Centro",285591,"2021-10-16 22:01:54"
2720,"Consolação",395275,"2021-10-16 22:01:54"
2721,"Brooklin",298776,"2021-10-16 22:01:54"
2722,"Mooca",293693,"2021-10-16 22:01:54"
2723,"Santo Amaro",368227,"2021-10-16 22:01:54"
2724,"Interlagos",437360,"2021-10-16 22:01:54"
2725,"Centro",262493,"2021-10-16 22:02:09"
2726,"Consolação",415499,"2021-10-16 22:02:09"
2727,"Brooklin",272322,"2021-10-16 22:02:09"
2728,"Mooca",324518,"2021-10-16 22:02:09"
2729,"Santo Amaro",391076,"2021-10-16 22:02:09"
2730,"Interlagos",405352,"2021-10-16 22:02:09"
2731,"Centro",246191,"2021-10-16 22:02:24"
2732,"Consolação",411222,"2021-10-16 22:02:24"
2733,"Brooklin",289324,"2021-10-16 22:02:24"
2734,"Mooca",343969,"2021-10-16 22:02:24"
2735,"Santo Amaro",378851,"2021-10-16 22:02:24"
2736,"Interlagos",422784,"2021-10-16 22:02:24"
2737,"Centro",276186,"2021-10-16 22:02:39"
2738,"Consolação",402324,"2021-10-16 22:02:39"
2739,"Brooklin",276990,"2021-10-16 22:02:39"
2740,"Mooca",337855,"2021-10-16 22:02:39"
2741,"Santo Amaro",327835,"2021-10-16 22:02:39"
2742,"Interlagos",426290,"2021-10-16 22:02:39"
2743,"Centro",260135,"2021-10-16 22:02:54"
2744,"Consolação",423250,"2021-10-16 22:02:54"
2745,"Brooklin",247293,"2021-10-16 22:02:54"
2746,"Mooca",285940,"2021-10-16 22:02:54"
2747,"Santo Amaro",408058,"2021-10-16 22:02:54"
2748,"Interlagos",419097,"2021-10-16 22:02:54"
2749,"Centro",230125,"2021-10-16 22:03:09"
2750,"Consolação",401016,"2021-10-16 22:03:09"
2751,"Brooklin",264245,"2021-10-16 22:03:09"
2752,"Mooca",319710,"2021-10-16 22:03:09"
2753,"Santo Amaro",381218,"2021-10-16 22:03:09"
2754,"Interlagos",451642,"2021-10-16 22:03:09"
2755,"Centro",258939,"2021-10-16 22:03:24"
2756,"Consolação",372961,"2021-10-16 22:03:24"
2757,"Brooklin",266601,"2021-10-16 22:03:24"
2758,"Mooca",318235,"2021-10-16 22:03:24"
2759,"Santo Amaro",383665,"2021-10-16 22:03:24"
2760,"Interlagos",417847,"2021-10-16 22:03:24"
2761,"Centro",269233,"2021-10-16 22:03:39"
2762,"Consolação",377805,"2021-10-16 22:03:39"
2763,"Brooklin",264368,"2021-10-16 22:03:39"
2764,"Mooca",294275,"2021-10-16 22:03:39"
2765,"Santo Amaro",373451,"2021-10-16 22:03:39"
2766,"Interlagos",431283,"2021-10-16 22:03:39"
2767,"Centro",260387,"2021-10-16 22:03:54"
2768,"Consolação",410909,"2021-10-16 22:03:54"
2769,"Brooklin",285703,"2021-10-16 22:03:54"
2770,"Mooca",345388,"2021-10-16 22:03:54"
2771,"Santo Amaro",380974,"2021-10-16 22:03:54"
2772,"Interlagos",396079,"2021-10-16 22:03:54"
2773,"Centro",259702,"2021-10-16 22:04:09"
2774,"Consolação",433744,"2021-10-16 22:04:09"
2775,"Brooklin",274260,"2021-10-16 22:04:09"
2776,"Mooca",351657,"2021-10-16 22:04:09"
2777,"Santo Amaro",359950,"2021-10-16 22:04:09"
2778,"Interlagos",418007,"2021-10-16 22:04:09"
2779,"Centro",302161,"2021-10-16 22:04:24"
2780,"Consolação",359446,"2021-10-16 22:04:24"
2781,"Brooklin",277399,"2021-10-16 22:04:24"
2782,"Mooca",336011,"2021-10-16 22:04:24"
2783,"Santo Amaro",364167,"2021-10-16 22:04:24"
2784,"Interlagos",430384,"2021-10-16 22:04:24"
2785,"Centro",277674,"2021-10-16 22:04:39"
2786,"Consolação",434104,"2021-10-16 22:04:39"
2787,"Brooklin",287132,"2021-10-16 22:04:39"
2788,"Mooca",289997,"2021-10-16 22:04:39"
2789,"Santo Amaro",370738,"2021-10-16 22:04:39"
2790,"Interlagos",423314,"2021-10-16 22:04:39"
2791,"Centro",274215,"2021-10-16 22:04:54"
2792,"Consolação",411675,"2021-10-16 22:04:54"
2793,"Brooklin",279057,"2021-10-16 22:04:54"
2794,"Mooca",326831,"2021-10-16 22:04:54"
2795,"Santo Amaro",324011,"2021-10-16 22:04:54"
2796,"Interlagos",413306,"2021-10-16 22:04:54"
2797,"Centro",261538,"2021-10-16 22:05:09"
2798,"Consolação",404152,"2021-10-16 22:05:09"
2799,"Brooklin",282272,"2021-10-16 22:05:09"
2800,"Mooca",331881,"2021-10-16 22:05:09"
2801,"Santo Amaro",370069,"2021-10-16 22:05:09"
2802,"Interlagos",416209,"2021-10-16 22:05:09"
2803,"Centro",277536,"2021-10-16 22:05:24"
2804,"Consolação",386657,"2021-10-16 22:05:24"
2805,"Brooklin",285443,"2021-10-16 22:05:24"
2806,"Mooca",323789,"2021-10-16 22:05:24"
2807,"Santo Amaro",357450,"2021-10-16 22:05:24"
2808,"Interlagos",431954,"2021-10-16 22:05:24"
2809,"Centro",259101,"2021-10-16 22:05:39"
2810,"Consolação",413569,"2021-10-16 22:05:39"
2811,"Brooklin",276170,"2021-10-16 22:05:39"
2812,"Mooca",296313,"2021-10-16 22:05:39"
2813,"Santo Amaro",384201,"2021-10-16 22:05:39"
2814,"Interlagos",413421,"2021-10-16 22:05:39"
2815,"Centro",271683,"2021-10-16 22:05:54"
2816,"Consolação",433849,"2021-10-16 22:05:54"
2817,"Brooklin",277982,"2021-10-16 22:05:54"
2818,"Mooca",340996,"2021-10-16 22:05:54"
2819,"Santo Amaro",408350,"2021-10-16 22:05:54"
2820,"Interlagos",400702,"2021-10-16 22:05:54"
2821,"Centro",270306,"2021-10-16 22:06:09"
2822,"Consolação",420063,"2021-10-16 22:06:09"
2823,"Brooklin",271589,"2021-10-16 22:06:09"
2824,"Mooca",334168,"2021-10-16 22:06:09"
2825,"Santo Amaro",394594,"2021-10-16 22:06:09"
2826,"Interlagos",428131,"2021-10-16 22:06:09"
2827,"Centro",250388,"2021-10-16 22:06:24"
2828,"Consolação",429100,"2021-10-16 22:06:24"
2829,"Brooklin",283790,"2021-10-16 22:06:24"
2830,"Mooca",298294,"2021-10-16 22:06:24"
2831,"Santo Amaro",399852,"2021-10-16 22:06:24"
2832,"Interlagos",395402,"2021-10-16 22:06:24"
2833,"Centro",246233,"2021-10-16 22:06:39"
2834,"Consolação",398106,"2021-10-16 22:06:39"
2835,"Brooklin",276014,"2021-10-16 22:06:39"
2836,"Mooca",326036,"2021-10-16 22:06:39"
2837,"Santo Amaro",381613,"2021-10-16 22:06:39"
2838,"Interlagos",402981,"2021-10-16 22:06:39"
2839,"Centro",268011,"2021-10-16 22:06:54"
2840,"Consolação",397407,"2021-10-16 22:06:54"
2841,"Brooklin",262169,"2021-10-16 22:06:54"
2842,"Mooca",364628,"2021-10-16 22:06:54"
2843,"Santo Amaro",371333,"2021-10-16 22:06:54"
2844,"Interlagos",425780,"2021-10-16 22:06:54"
2845,"Centro",251686,"2021-10-16 22:07:09"
2846,"Consolação",388823,"2021-10-16 22:07:09"
2847,"Brooklin",285768,"2021-10-16 22:07:09"
2848,"Mooca",338275,"2021-10-16 22:07:09"
2849,"Santo Amaro",385119,"2021-10-16 22:07:09"
2850,"Interlagos",425441,"2021-10-16 22:07:09"
2851,"Centro",273673,"2021-10-16 22:07:24"
2852,"Consolação",416573,"2021-10-16 22:07:24"
2853,"Brooklin",278760,"2021-10-16 22:07:24"
2854,"Mooca",302889,"2021-10-16 22:07:24"
2855,"Santo Amaro",373357,"2021-10-16 22:07:24"
2856,"Interlagos",420982,"2021-10-16 22:07:24"
2857,"Centro",259931,"2021-10-16 22:07:39"
2858,"Consolação",418129,"2021-10-16 22:07:39"
2859,"Brooklin",270048,"2021-10-16 22:07:39"
2860,"Mooca",347571,"2021-10-16 22:07:39"
2861,"Santo Amaro",412058,"2021-10-16 22:07:39"
2862,"Interlagos",416219,"2021-10-16 22:07:39"
2863,"Centro",265704,"2021-10-16 22:07:54"
2864,"Consolação",425533,"2021-10-16 22:07:54"
2865,"Brooklin",278697,"2021-10-16 22:07:54"
2866,"Mooca",362509,"2021-10-16 22:07:54"
2867,"Santo Amaro",380217,"2021-10-16 22:07:54"
2868,"Interlagos",435944,"2021-10-16 22:07:54"
2869,"Centro",262952,"2021-10-16 22:08:09"
2870,"Consolação",431624,"2021-10-16 22:08:09"
2871,"Brooklin",314286,"2021-10-16 22:08:09"
2872,"Mooca",323782,"2021-10-16 22:08:09"
2873,"Santo Amaro",385955,"2021-10-16 22:08:09"
2874,"Interlagos",415161,"2021-10-16 22:08:09"
2875,"Centro",249967,"2021-10-16 22:08:24"
2876,"Consolação",423351,"2021-10-16 22:08:24"
2877,"Brooklin",286945,"2021-10-16 22:08:24"
2878,"Mooca",351101,"2021-10-16 22:08:24"
2879,"Santo Amaro",384579,"2021-10-16 22:08:24"
2880,"Interlagos",411467,"2021-10-16 22:08:24"
2881,"Centro",244176,"2021-10-16 22:08:39"
2882,"Consolação",436910,"2021-10-16 22:08:39"
2883,"Brooklin",288574,"2021-10-16 22:08:39"
2884,"Mooca",341098,"2021-10-16 22:08:39"
2885,"Santo Amaro",388283,"2021-10-16 22:08:39"
2886,"Interlagos",414049,"2021-10-16 22:08:39"
2887,"Centro",293632,"2021-10-16 22:08:54"
2888,"Consolação",411596,"2021-10-16 22:08:54"
2889,"Brooklin",301385,"2021-10-16 22:08:54"
2890,"Mooca",327827,"2021-10-16 22:08:54"
2891,"Santo Amaro",397532,"2021-10-16 22:08:54"
2892,"Interlagos",414482,"2021-10-16 22:08:54"
2893,"Centro",264154,"2021-10-16 22:09:09"
2894,"Consolação",408341,"2021-10-16 22:09:09"
2895,"Brooklin",282677,"2021-10-16 22:09:09"
2896,"Mooca",310205,"2021-10-16 22:09:09"
2897,"Santo Amaro",334548,"2021-10-16 22:09:09"
2898,"Interlagos",456759,"2021-10-16 22:09:09"
2899,"Centro",277274,"2021-10-16 22:09:24"
2900,"Consolação",382559,"2021-10-16 22:09:24"
2901,"Brooklin",257537,"2021-10-16 22:09:24"
2902,"Mooca",308754,"2021-10-16 22:09:24"
2903,"Santo Amaro",388732,"2021-10-16 22:09:24"
2904,"Interlagos",392012,"2021-10-16 22:09:24"
2905,"Centro",245341,"2021-10-16 22:09:39"
2906,"Consolação",409793,"2021-10-16 22:09:39"
2907,"Brooklin",302073,"2021-10-16 22:09:39"
2908,"Mooca",320692,"2021-10-16 22:09:39"
2909,"Santo Amaro",368711,"2021-10-16 22:09:39"
2910,"Interlagos",439886,"2021-10-16 22:09:39"
2911,"Centro",260148,"2021-10-16 22:09:54"
2912,"Consolação",455535,"2021-10-16 22:09:54"
2913,"Brooklin",272724,"2021-10-16 22:09:54"
2914,"Mooca",292862,"2021-10-16 22:09:54"
2915,"Santo Amaro",387410,"2021-10-16 22:09:54"
2916,"Interlagos",443821,"2021-10-16 22:09:54"
2917,"Centro",235841,"2021-10-16 22:10:09"
2918,"Consolação",401314,"2021-10-16 22:10:09"
2919,"Brooklin",261937,"2021-10-16 22:10:09"
2920,"Mooca",347084,"2021-10-16 22:10:09"
2921,"Santo Amaro",378297,"2021-10-16 22:10:09"
2922,"Interlagos",407416,"2021-10-16 22:10:09"
2923,"Centro",255584,"2021-10-16 22:10:24"
2924,"Consolação",411027,"2021-10-16 22:10:24"
2925,"Brooklin",291962,"2021-10-16 22:10:24"
2926,"Mooca",342655,"2021-10-16 22:10:24"
2927,"Santo Amaro",372948,"2021-10-16 22:10:24"
2928,"Interlagos",450220,"2021-10-16 22:10:24"
2929,"Centro",259725,"2021-10-16 22:10:39"
2930,"Consolação",398592,"2021-10-16 22:10:39"
2931,"Brooklin",290700,"2021-10-16 22:10:39"
2932,"Mooca",299898,"2021-10-16 22:10:39"
2933,"Santo Amaro",376505,"2021-10-16 22:10:39"
2934,"Interlagos",425237,"2021-10-16 22:10:39"
2935,"Centro",248565,"2021-10-16 22:10:54"
2936,"Consolação",370417,"2021-10-16 22:10:54"
2937,"Brooklin",287003,"2021-10-16 22:10:54"
2938,"Mooca",309888,"2021-10-16 22:10:54"
2939,"Santo Amaro",424804,"2021-10-16 22:10:54"
2940,"Interlagos",414367,"2021-10-16 22:10:54"
2941,"Centro",255005,"2021-10-16 22:11:09"
2942,"Consolação",395706,"2021-10-16 22:11:09"
2943,"Brooklin",277995,"2021-10-16 22:11:09"
2944,"Mooca",307897,"2021-10-16 22:11:09"
2945,"Santo Amaro",362151,"2021-10-16 22:11:09"
2946,"Interlagos",424909,"2021-10-16 22:11:09"
2947,"Centro",282420,"2021-10-16 22:11:24"
2948,"Consolação",406952,"2021-10-16 22:11:24"
2949,"Brooklin",298567,"2021-10-16 22:11:24"
2950,"Mooca",301960,"2021-10-16 22:11:24"
2951,"Santo Amaro",399782,"2021-10-16 22:11:24"
2952,"Interlagos",398646,"2021-10-16 22:11:24"
2953,"Centro",284857,"2021-10-16 22:11:39"
2954,"Consolação",448190,"2021-10-16 22:11:39"
2955,"Brooklin",271380,"2021-10-16 22:11:39"
2956,"Mooca",295404,"2021-10-16 22:11:39"
2957,"Santo Amaro",400031,"2021-10-16 22:11:39"
2958,"Interlagos",393005,"2021-10-16 22:11:39"
2959,"Centro",274373,"2021-10-16 22:11:54"
2960,"Consolação",398690,"2021-10-16 22:11:54"
2961,"Brooklin",287596,"2021-10-16 22:11:54"
2962,"Mooca",358436,"2021-10-16 22:11:54"
2963,"Santo Amaro",401002,"2021-10-16 22:11:54"
2964,"Interlagos",424851,"2021-10-16 22:11:54"
2965,"Centro",266561,"2021-10-16 22:12:09"
2966,"Consolação",414742,"2021-10-16 22:12:09"
2967,"Brooklin",261975,"2021-10-16 22:12:09"
2968,"Mooca",294612,"2021-10-16 22:12:09"
2969,"Santo Amaro",405524,"2021-10-16 22:12:09"
2970,"Interlagos",408492,"2021-10-16 22:12:09"
2971,"Centro",262551,"2021-10-16 22:12:24"
2972,"Consolação",401451,"2021-10-16 22:12:24"
2973,"Brooklin",308181,"2021-10-16 22:12:24"
2974,"Mooca",303768,"2021-10-16 22:12:24"
2975,"Santo Amaro",349677,"2021-10-16 22:12:24"
2976,"Interlagos",431014,"2021-10-16 22:12:24"
2977,"Centro",230166,"2021-10-16 22:12:39"
2978,"Consolação",413543,"2021-10-16 22:12:39"
2979,"Brooklin",298612,"2021-10-16 22:12:39"
2980,"Mooca",323826,"2021-10-16 22:12:39"
2981,"Santo Amaro",370288,"2021-10-16 22:12:39"
2982,"Interlagos",442712,"2021-10-16 22:12:39"
2983,"Centro",260799,"2021-10-16 22:12:54"
2984,"Consolação",376650,"2021-10-16 22:12:54"
2985,"Brooklin",278974,"2021-10-16 22:12:54"
2986,"Mooca",309105,"2021-10-16 22:12:54"
2987,"Santo Amaro",391712,"2021-10-16 22:12:54"
2988,"Interlagos",421149,"2021-10-16 22:12:54"
2989,"Centro",265401,"2021-10-16 22:13:09"
2990,"Consolação",435732,"2021-10-16 22:13:09"
2991,"Brooklin",300569,"2021-10-16 22:13:09"
2992,"Mooca",304207,"2021-10-16 22:13:09"
2993,"Santo Amaro",378390,"2021-10-16 22:13:09"
2994,"Interlagos",423910,"2021-10-16 22:13:09"
2995,"Centro",259436,"2021-10-16 22:13:24"
2996,"Consolação",374349,"2021-10-16 22:13:24"
2997,"Brooklin",273641,"2021-10-16 22:13:24"
2998,"Mooca",299756,"2021-10-16 22:13:24"
2999,"Santo Amaro",406533,"2021-10-16 22:13:24"
3000,"Interlagos",424059,"2021-10-16 22:13:24"
3001,"Centro",268577,"2021-10-16 22:13:39"
3002,"Consolação",418665,"2021-10-16 22:13:39"
3003,"Brooklin",259610,"2021-10-16 22:13:39"
3004,"Mooca",319348,"2021-10-16 22:13:39"
3005,"Santo Amaro",399666,"2021-10-16 22:13:39"
3006,"Interlagos",406592,"2021-10-16 22:13:39"
3007,"Centro",273974,"2021-10-16 22:13:54"
3008,"Consolação",434449,"2021-10-16 22:13:54"
3009,"Brooklin",288409,"2021-10-16 22:13:54"
3010,"Mooca",314289,"2021-10-16 22:13:54"
3011,"Santo Amaro",370621,"2021-10-16 22:13:54"
3012,"Interlagos",428304,"2021-10-16 22:13:54"
3013,"Centro",266439,"2021-10-16 22:14:09"
3014,"Consolação",411770,"2021-10-16 22:14:09"
3015,"Brooklin",276548,"2021-10-16 22:14:09"
3016,"Mooca",324480,"2021-10-16 22:14:09"
3017,"Santo Amaro",362926,"2021-10-16 22:14:09"
3018,"Interlagos",401156,"2021-10-16 22:14:09"
3019,"Centro",282480,"2021-10-16 22:14:24"
3020,"Consolação",416799,"2021-10-16 22:14:24"
3021,"Brooklin",290029,"2021-10-16 22:14:24"
3022,"Mooca",318854,"2021-10-16 22:14:24"
3023,"Santo Amaro",370775,"2021-10-16 22:14:24"
3024,"Interlagos",440497,"2021-10-16 22:14:24"
3025,"Centro",272020,"2021-10-16 22:14:39"
3026,"Consolação",422033,"2021-10-16 22:14:39"
3027,"Brooklin",257032,"2021-10-16 22:14:39"
3028,"Mooca",344222,"2021-10-16 22:14:39"
3029,"Santo Amaro",398556,"2021-10-16 22:14:39"
3030,"Interlagos",412873,"2021-10-16 22:14:39"
3031,"Centro",257141,"2021-10-16 22:14:54"
3032,"Consolação",410227,"2021-10-16 22:14:54"
3033,"Brooklin",271450,"2021-10-16 22:14:54"
3034,"Mooca",314111,"2021-10-16 22:14:54"
3035,"Santo Amaro",362396,"2021-10-16 22:14:54"
3036,"Interlagos",441696,"2021-10-16 22:14:54"
3037,"Centro",254929,"2021-10-16 22:15:09"
3038,"Consolação",442058,"2021-10-16 22:15:09"
3039,"Brooklin",294529,"2021-10-16 22:15:09"
3040,"Mooca",350762,"2021-10-16 22:15:09"
3041,"Santo Amaro",407289,"2021-10-16 22:15:09"
3042,"Interlagos",421543,"2021-10-16 22:15:09"
3043,"Centro",278839,"2021-10-16 22:15:24"
3044,"Consolação",409790,"2021-10-16 22:15:24"
3045,"Brooklin",290686,"2021-10-16 22:15:24"
3046,"Mooca",305071,"2021-10-16 22:15:24"
3047,"Santo Amaro",385340,"2021-10-16 22:15:24"
3048,"Interlagos",427383,"2021-10-16 22:15:24"
3049,"Centro",271092,"2021-10-16 22:15:39"
3050,"Consolação",411497,"2021-10-16 22:15:39"
3051,"Brooklin",269266,"2021-10-16 22:15:39"
3052,"Mooca",318421,"2021-10-16 22:15:39"
3053,"Santo Amaro",384211,"2021-10-16 22:15:39"
3054,"Interlagos",450029,"2021-10-16 22:15:39"
3055,"Centro",259212,"2021-10-16 22:15:54"
3056,"Consolação",402597,"2021-10-16 22:15:54"
3057,"Brooklin",289277,"2021-10-16 22:15:54"
3058,"Mooca",322350,"2021-10-16 22:15:54"
3059,"Santo Amaro",366133,"2021-10-16 22:15:54"
3060,"Interlagos",427081,"2021-10-16 22:15:54"
3061,"Centro",261686,"2021-10-16 22:16:09"
3062,"Consolação",408741,"2021-10-16 22:16:09"
3063,"Brooklin",279438,"2021-10-16 22:16:09"
3064,"Mooca",338134,"2021-10-16 22:16:09"
3065,"Santo Amaro",419073,"2021-10-16 22:16:09"
3066,"Interlagos",392287,"2021-10-16 22:16:09"
3067,"Centro",269628,"2021-10-16 22:16:24"
3068,"Consolação",424762,"2021-10-16 22:16:24"
3069,"Brooklin",290162,"2021-10-16 22:16:24"
3070,"Mooca",350070,"2021-10-16 22:16:24"
3071,"Santo Amaro",387660,"2021-10-16 22:16:24"
3072,"Interlagos",412157,"2021-10-16 22:16:24"
3073,"Centro",279290,"2021-10-16 22:16:39"
3074,"Consolação",378530,"2021-10-16 22:16:39"
3075,"Brooklin",285509,"2021-10-16 22:16:39"
3076,"Mooca",314225,"2021-10-16 22:16:39"
3077,"Santo Amaro",394620,"2021-10-16 22:16:39"
3078,"Interlagos",395240,"2021-10-16 22:16:39"
3079,"Centro",256773,"2021-10-16 22:16:54"
3080,"Consolação",384166,"2021-10-16 22:16:54"
3081,"Brooklin",299102,"2021-10-16 22:16:54"
3082,"Mooca",326819,"2021-10-16 22:16:54"
3083,"Santo Amaro",377884,"2021-10-16 22:16:54"
3084,"Interlagos",432668,"2021-10-16 22:16:54"
3085,"Centro",259138,"2021-10-16 22:17:09"
3086,"Consolação",386958,"2021-10-16 22:17:09"
3087,"Brooklin",265566,"2021-10-16 22:17:09"
3088,"Mooca",336234,"2021-10-16 22:17:09"
3089,"Santo Amaro",351838,"2021-10-16 22:17:09"
3090,"Interlagos",463300,"2021-10-16 22:17:09"
3091,"Centro",261475,"2021-10-16 22:17:24"
3092,"Consolação",391206,"2021-10-16 22:17:24"
3093,"Brooklin",255282,"2021-10-16 22:17:24"
3094,"Mooca",337824,"2021-10-16 22:17:24"
3095,"Santo Amaro",393219,"2021-10-16 22:17:24"
3096,"Interlagos",389823,"2021-10-16 22:17:24"
3097,"Centro",284908,"2021-10-16 22:17:39"
3098,"Consolação",389986,"2021-10-16 22:17:39"
3099,"Brooklin",296969,"2021-10-16 22:17:39"
3100,"Mooca",317537,"2021-10-16 22:17:39"
3101,"Santo Amaro",387003,"2021-10-16 22:17:39"
3102,"Interlagos",441503,"2021-10-16 22:17:39"
3103,"Centro",267322,"2021-10-16 22:17:54"
3104,"Consolação",391365,"2021-10-16 22:17:54"
3105,"Brooklin",278868,"2021-10-16 22:17:54"
3106,"Mooca",317069,"2021-10-16 22:17:54"
3107,"Santo Amaro",407539,"2021-10-16 22:17:54"
3108,"Interlagos",414597,"2021-10-16 22:17:54"
3109,"Centro",273671,"2021-10-16 22:18:09"
3110,"Consolação",408983,"2021-10-16 22:18:09"
3111,"Brooklin",285631,"2021-10-16 22:18:09"
3112,"Mooca",336858,"2021-10-16 22:18:09"
3113,"Santo Amaro",360413,"2021-10-16 22:18:09"
3114,"Interlagos",421935,"2021-10-16 22:18:09"
3115,"Centro",272129,"2021-10-16 22:18:24"
3116,"Consolação",447755,"2021-10-16 22:18:24"
3117,"Brooklin",270042,"2021-10-16 22:18:24"
3118,"Mooca",314181,"2021-10-16 22:18:24"
3119,"Santo Amaro",352563,"2021-10-16 22:18:24"
3120,"Interlagos",435818,"2021-10-16 22:18:24"
3121,"Centro",270907,"2021-10-16 22:18:39"
3122,"Consolação",409697,"2021-10-16 22:18:39"
3123,"Brooklin",285018,"2021-10-16 22:18:39"
3124,"Mooca",318408,"2021-10-16 22:18:39"
3125,"Santo Amaro",367477,"2021-10-16 22:18:39"
3126,"Interlagos",411636,"2021-10-16 22:18:39"
3127,"Centro",254579,"2021-10-16 22:18:54"
3128,"Consolação",408536,"2021-10-16 22:18:54"
3129,"Brooklin",273826,"2021-10-16 22:18:54"
3130,"Mooca",296263,"2021-10-16 22:18:54"
3131,"Santo Amaro",365552,"2021-10-16 22:18:54"
3132,"Interlagos",433927,"2021-10-16 22:18:54"
3133,"Centro",260423,"2021-10-16 22:19:09"
3134,"Consolação",382108,"2021-10-16 22:19:09"
3135,"Brooklin",267090,"2021-10-16 22:19:09"
3136,"Mooca",310327,"2021-10-16 22:19:09"
3137,"Santo Amaro",416590,"2021-10-16 22:19:09"
3138,"Interlagos",398169,"2021-10-16 22:19:09"
3139,"Centro",241566,"2021-10-16 22:19:24"
3140,"Consolação",403837,"2021-10-16 22:19:24"
